IntID#,REF,Journal,Group,Class,Order,Genus,species,Light,Light2,Temp,Salinity,Nutrient,Container,Treat1,Treat2,Media,Data,sumSAFA,sumMUFA,sumPUFA,c18.2w6,c18.3w6,c18.3w3,c18.4w3,c18.5w3,c20.4w6,c20.5w3,c22.6w3
573,Renaud1991,JAppPhyc,Ochrophyta,Eustigmatophyceae,Eustigmatales,Nannochloropsis,oculata,107,12,5,25,Replete,4L-Flask,,,Walne,prop,28.04,28.4,39.14,2.2,0.4,0.7,0.04,0,0,34.3,0
574,Renaud1991,JAppPhyc,Ochrophyta,Eustigmatophyceae,Eustigmatales,Nannochloropsis,oculata,100,12,5,25,Replete,4L-Flask,,,Walne,prop,27.04,29.3,39.04,2.4,0.6,0.3,0.04,0,0,34.8,0
575,Renaud1991,JAppPhyc,Ochrophyta,Eustigmatophyceae,Eustigmatales,Nannochloropsis,oculata,100,12,5,25,Replete,4L-Flask,,,Walne,prop,31.98,33.6,29.08,3.3,0.5,0.04,0.04,0,0,24.5,0
576,Renaud1991,JAppPhyc,Ochrophyta,Eustigmatophyceae,Eustigmatales,Nannochloropsis,oculata,100,12,5,25,Replete,60L-Aquarium,,,Walne,prop,25.9,29.4,40.6,2.4,0.9,0.4,0.3,0,0,35.5,0
577,Gugger2002,IJSEM,Cyanobacteria,Cyanophyceae,Nostocales,Anabaena,sp,11,24,20,0,Replete,3L-Flask,Non-toxic,,mod-Z8,prop,45.2,16.6,34.2,2.9,0,31.3,0,0,0,0,0
578,Gugger2002,IJSEM,Cyanobacteria,Cyanophyceae,Nostocales,Anabaena,sp,11,24,20,0,Replete,3L-Flask,Neurotoxic,,mod-Z8,prop,55.7,11,26.7,6.5,0,20.2,0,0,0,0,0
579,Gugger2002,IJSEM,Cyanobacteria,Cyanophyceae,Nostocales,Anabaena,sp,11,24,20,0,Replete,3L-Flask,Neurotoxic,,mod-Z8,prop,56.9,11.5,24.1,5.4,0,18.7,0,0,0,0,0
580,Gugger2002,IJSEM,Cyanobacteria,Cyanophyceae,Nostocales,Anabaena,sp,11,24,20,0,Replete,3L-Flask,Hepatotoxic,,mod-Z8,prop,44.9,14,37.4,14.4,0,23,0,0,0,0,0
581,Gugger2002,IJSEM,Cyanobacteria,Cyanophyceae,Nostocales,Anabaena,sp,11,24,20,0,Replete,3L-Flask,Hepatotoxic,,mod-Z8,prop,49.9,12.1,30.1,6.1,0,24,0,0,0,0,0
582,Gugger2002,IJSEM,Cyanobacteria,Cyanophyceae,Nostocales,Anabaena,sp,11,24,20,0,Replete,3L-Flask,Hepatotoxic,,mod-Z8,prop,41.4,11.1,39.2,8.5,0,30.7,0,0,0,0,0
583,Gugger2002,IJSEM,Cyanobacteria,Cyanophyceae,Nostocales,Anabaena,sp,11,24,20,0,Replete,3L-Flask,Hepatotoxic,,mod-Z8,prop,47.9,11.7,32.4,6.8,0,25.6,0,0,0,0,0
584,Gugger2002,IJSEM,Cyanobacteria,Cyanophyceae,Nostocales,Anabaena,sp,11,24,20,0,Replete,3L-Flask,Hepatotoxic,,mod-Z8,prop,45.5,12,34.3,6.8,0,27.5,0,0,0,0,0
585,Gugger2002,IJSEM,Cyanobacteria,Cyanophyceae,Nostocales,Anabaena,lemmermannii,11,24,20,0,Replete,3L-Flask,Hepatotoxic,,mod-Z8,prop,44.3,10.2,40.8,7.9,0,32.9,0,0,0,0,0
586,Gugger2002,IJSEM,Cyanobacteria,Cyanophyceae,Nostocales,Aphanizomenon,sp,11,24,20,0,Replete,3L-Flask,Non-toxic,,mod-Z8,prop,41.6,11.8,39.2,4.7,0,34.5,0,0,0,0,0
587,Gugger2002,IJSEM,Cyanobacteria,Cyanophyceae,Nostocales,Aphanizomenon,sp,11,24,20,0,Replete,3L-Flask,Non-toxic,,mod-Z8,prop,44,14.1,36.2,8,0,28.2,0,0,0,0,0
588,Gugger2002,IJSEM,Cyanobacteria,Cyanophyceae,Nostocales,Aphanizomenon,sp,11,24,20,0,Replete,3L-Flask,Non-toxic,,mod-Z8,prop,39,13.5,38.5,5.8,0,32.7,0,0,0,0,0
589,Gugger2002,IJSEM,Cyanobacteria,Cyanophyceae,Nostocales,Aphanizomenon,gracile,11,24,20,0,Replete,3L-Flask,Non-toxic,,mod-Z8,prop,41.9,11.4,40.7,10.6,0,30.1,0,0,0,0,0
590,Gugger2002,IJSEM,Cyanobacteria,Cyanophyceae,Nostocales,Aphanizomenon,cf gracile,11,24,20,0,Replete,3L-Flask,Non-toxic,,mod-Z8,prop,43.4,11.4,40.2,11.7,0,28.5,0,0,0,0,0
591,Gugger2002,IJSEM,Cyanobacteria,Cyanophyceae,Nostocales,Nostoc,sp,11,24,20,0,Replete,3L-Flask,Hepatotoxic,,mod-Z8,prop,28.2,21.2,46,20.5,0,25.5,0,0,0,0,0
592,Gugger2002,IJSEM,Cyanobacteria,Cyanophyceae,Nostocales,Nostoc,punctiforme,11,24,20,0,Replete,3L-Flask,Non-toxic,,mod-Z8,prop,23.9,25.7,46.7,17.8,0,28.9,0,0,0,0,0
593,Gugger2002,IJSEM,Cyanobacteria,Cyanophyceae,Nostocales,Cylindrospermum,stagnale,11,24,20,0,Replete,3L-Flask,Non-toxic,,mod-Z8,prop,42.7,18.3,28.6,15.2,0,13.4,0,0,0,0,0
594,Gugger2002,IJSEM,Cyanobacteria,Cyanophyceae,Nostocales,Calothrix,marchica,11,24,20,0,Replete,3L-Flask,Non-toxic,,mod-Z8,prop,65.2,9,15.8,6.6,4.3,4.9,0,0,0,0,0
595,Gugger2002,IJSEM,Cyanobacteria,Cyanophyceae,Chroococcales,Microcystis,sp,11,24,20,0,Replete,3L-Flask,Hepatotoxic,,Z8,prop,57.3,2.7,31.4,3.7,21.6,6.1,0,0,0,0,0
596,Gugger2002,IJSEM,Cyanobacteria,Cyanophyceae,Chroococcales,Microcystis,sp,11,24,20,0,Replete,3L-Flask,Non-toxic,,Z8,prop,61.2,2,30.2,7.4,8.3,14.5,0,0,0,0,0
597,Gugger2002,IJSEM,Cyanobacteria,Cyanophyceae,Oscillatoriales,Planktothrix,sp,11,24,20,0,Replete,3L-Flask,Non-toxic,,Z8,prop,34.9,20.3,40.8,13.8,0,27,0,0,0,0,0
598,Gugger2002,IJSEM,Cyanobacteria,Cyanophyceae,Oscillatoriales,Planktothrix,sp,11,24,20,0,Replete,3L-Flask,Hepatotoxic,,Z8,prop,28.6,19.7,48.24,12.2,0.04,36,0,0,0,0,0
599,Guedes2013,FoodResInt,Cyanobacteria,Cyanophyceae,Chroococcales,Cyanothece,sp,41,24,23,0,Limited,0.25L-Flask,,,BG11,prop,73.83592018,17.29490022,8.869179601,0,0,8.869179601,0,0,0,0,0
600,Guedes2013,FoodResInt,Cyanobacteria,Cyanophyceae,Gloeobacterales,Gloeobacter,violaceus,41,24,23,0,Limited,0.25L-Flask,,,BG11,prop,2.75862069,37.67241379,59.56896552,28.01724138,0,16.03448276,6.637931034,0,0,0,0
601,Guedes2013,FoodResInt,Cyanobacteria,Cyanophyceae,Chroococcales,Gloeothece,sp,41,24,23,0,Limited,0.25L-Flask,,,BG11,prop,19.04761905,3.619047619,77.33333333,0,0,0,0,0,0,5.714285714,0
602,Guedes2013,FoodResInt,Cyanobacteria,Cyanophyceae,Synechococcales,Synechocystis,salina,41,24,23,0,Limited,0.25L-Flask,,,BG11,prop,6.684491979,25.6684492,67.64705882,59.62566845,0,4.278074866,3.743315508,0,0,0,0
603,Guedes2013,FoodResInt,Cyanobacteria,Cyanophyceae,Synechococcales,Synechocystis,sp,41,24,23,0,Limited,0.25L-Flask,,,BG11,prop,3.205128205,22.11538462,74.67948718,1.121794872,0,2.083333333,0,0,0,0,0
604,Guedes2013,FoodResInt,Cyanobacteria,Cyanophyceae,Oscillatoriales,Oscillatoria,splendida,41,24,23,0,Limited,0.25L-Flask,,,BG11,prop,37.68882175,5.513595166,56.79758308,20.99697885,0,24.32024169,4.758308157,0,0,0,0
605,Guedes2013,FoodResInt,Cyanobacteria,Cyanophyceae,Oscillatoriales,Lyngbya,majuscula,41,24,23,0,Limited,0.25L-Flask,,,BG11,prop,61.80257511,31.54506438,6.652360515,0,0,6.652360515,0,0,0,0,0
606,Guedes2013,FoodResInt,Cyanobacteria,Cyanophyceae,Oscillatoriales,Lyngbya,majuscula,41,24,23,0,Limited,0.25L-Flask,,,BG11o,prop,28.91344383,8.47145488,62.61510129,15.2854512,0,42.17311234,0,0,0,0,0
607,Guedes2013,FoodResInt,Cyanobacteria,Cyanophyceae,Nostocales,Anabaena,variabilis,41,24,23,0,Limited,0.25L-Flask,,,BG11,prop,34.1729639,51.72124265,14.10579345,14.10579345,0,0,0,0,0,0,0
608,Guedes2013,FoodResInt,Cyanobacteria,Cyanophyceae,Nostocales,Nodularia,harveyana,41,24,23,0,Limited,0.25L-Flask,,,BG11,prop,31.29943503,7.627118644,61.07344633,15.02824859,0,34.51977401,6.610169492,0,0,0,0
609,Guedes2013,FoodResInt,Cyanobacteria,Cyanophyceae,Nostocales,Nostoc,carneum,41,24,23,0,Limited,0.25L-Flask,,,BG11,prop,53.0952381,40.47619048,6.428571429,0,0,6.428571429,0,0,0,0,0
610,Guedes2013,FoodResInt,Cyanobacteria,Cyanophyceae,Nostocales,Nostoc,carneum,41,24,23,0,Limited,0.25L-Flask,,,BG11o,prop,36.99870634,30.40103493,32.60025873,10.47865459,0,21.73350582,0,0,0,0,0
611,Guedes2013,FoodResInt,Cyanobacteria,Cyanophyceae,Nostocales,Nostoc,muscorum,41,24,23,0,Limited,0.25L-Flask,,,BG11,prop,8.060453401,67.50629723,24.43324937,9.571788413,0,14.86146096,0,0,0,0,0
612,Guedes2013,FoodResInt,Cyanobacteria,Cyanophyceae,Nostocales,Nostoc,muscorum,41,24,23,0,Limited,0.25L-Flask,,,BG11o,prop,34.82905983,24.03846154,41.13247863,8.867521368,0,32.26495726,0,0,0,0,0
613,Guedes2013,FoodResInt,Cyanobacteria,Cyanophyceae,Nostocales,Nostoc,punctiforme,41,24,23,0,Limited,0.25L-Flask,,,BG11,prop,46.12326044,24.15506958,29.72166998,14.41351889,0,14.61232604,0,0,0,0,0.347912525
614,Guedes2013,FoodResInt,Cyanobacteria,Cyanophyceae,Nostocales,Nostoc,punctiforme,41,24,23,0,Limited,0.25L-Flask,,,BG11o,prop,30.18322083,32.78688525,37.02989392,20.54001929,0,16.10414658,0,0,0,0,0
615,Guedes2013,FoodResInt,Cyanobacteria,Cyanophyceae,Pseudanabaenales,Leptolyngbya,sp,41,24,23,0,Limited,0.25L-Flask,,,BG11,prop,40.84507042,53.11871227,6.036217304,4.024144869,0,2.012072435,0,0,0,0,0
616,Guedes2013,FoodResInt,Cyanobacteria,Cyanophyceae,Nostocales,Scytonema,obscurum,41,24,23,0,Limited,0.25L-Flask,,,BG11,prop,8.720930233,34.88372093,56.39534884,27.90697674,0,28.48837209,0,0,0,0,0
617,Guedes2013,FoodResInt,Ochrophyta,Bacillariophyceae,Naviculales,Phaeodactylum,tricornutum,41,24,23,32,Limited,0.25L-Flask,,,ASW,prop,21.41491396,48.75717017,29.82791587,0,0,0,0,0,0,28.29827916,0
618,Guedes2013,FoodResInt,Chlorophyta,Trebouxiophyceae,Chlorellales,Chlorella,vulgaris,41,24,23,0,Limited,0.25L-Flask,,,OHM,prop,26.76646707,7.964071856,65.26946108,32.93413174,0,30.17964072,0,0,0,0,0.538922156
619,Guedes2013,FoodResInt,Chlorophyta,Chlorophyceae,Chlamydomonadales,Haematococcus,pluvialis,41,24,23,0,Limited,0.25L-Flask,,,OHM,prop,45.56097561,30.14634146,24.29268293,0,0,16.87804878,0,0,0,0,0
620,Guedes2013,FoodResInt,Chlorophyta,Chlorophyceae,Sphaeropleales,Scenedesmus,obliquus,41,24,23,0,Limited,0.25L-Flask,,,OHM,prop,31.88545689,21.50096525,46.61357786,21.50096525,0,15.61293436,5.759330759,0,0,0.249356499,0.064350064
621,Guedes2013,FoodResInt,Chlorophyta,Chlorophyceae,Sphaeropleales,Scenedesmus,maximus,41,24,23,0,Limited,0.25L-Flask,,,OHM,prop,46.13861386,1.188118812,52.67326733,7.854785479,0,34.05940594,7.260726073,0,0,0,0
622,Guedes2013,FoodResInt,Chlorophyta,Chlorophyceae,Sphaeropleales,Scenedesmus,obliquus,41,24,23,0,Limited,0.25L-Flask,,,OHM,prop,29.74576271,25.08474576,45.16949153,20.25423729,0,19.66101695,5.254237288,0,0,0,0
623,Guedes2013,FoodResInt,Chlorophyta,Chlorophyceae,Sphaeropleales,Scenedesmus,quadricauda,41,24,23,0,Limited,0.25L-Flask,,,OHM,prop,24.7148289,22.88973384,52.39543726,15.66539924,0,30.64638783,1.74904943,0,0,0,0
624,Guedes2013,FoodResInt,Ochrophyta,Eustigmatophyceae,Eustigmatales,Nannochloropsis,sp,41,24,23,32,Limited,0.25L-Flask,,,ASW,prop,31.85140073,47.10718636,21.04141291,0,0,18.75761267,0,0,0,0,0
625,Guedes2013,FoodResInt,Haptophyta,Pavlovophyceae,Pavlovales,Pavlova,lutheri,41,24,23,32,Limited,0.25L-Flask,,,ASW,prop,22.10820896,29.01119403,48.88059701,0.652985075,0,0.746268657,7.369402985,0,0,27.05223881,13.05970149
626,Guedes2013,FoodResInt,Rhodophyta,Porphyridiophyceae,Porphyridiales,Porphyridium,aerugineum,41,24,23,0,Limited,0.25L-Flask,,,OHM,prop,69.64656965,6.860706861,23.49272349,7.484407484,0,4.98960499,2.494802495,0,0,0,0
627,Guiheneuf2010,JAppPhyc,Haptophyta,Pavlovophyceae,Pavlovales,Pavlova,lutheri,100,14,16,32,Replete,0.5L-Flask,Control,,ASWGuiheneuf2010,prop,33.8,18.7,46.1,1.2,0,0.7,7.2,0,0.1,22.6,13.4
628,Guiheneuf2010,JAppPhyc,Haptophyta,Pavlovophyceae,Pavlovales,Pavlova,lutheri,100,14,16,32,Replete,0.5L-Flask,Day3+UV,Temp UV pulses,ASWGuiheneuf2010,prop,33.1,18.2,47.6,1.1,0,0.5,8.3,0,0.04,23.4,13.5
629,Guiheneuf2010,JAppPhyc,Haptophyta,Pavlovophyceae,Pavlovales,Pavlova,lutheri,100,14,16,32,Replete,0.5L-Flask,Day8+UV,Temp UV pulses,ASWGuiheneuf2010,prop,35.9,23.4,40.5,1.8,0,0.9,7.6,0,0.3,18.2,11.2
630,Guiheneuf2010,JAppPhyc,Ochrophyta,Coscinodiscophyceae,Triceratiales,Odontella,aurita,100,14,16,32,Replete,0.5L-Flask,Control,,ASWGuiheneuf2010,prop,30.1,32.6,32.8,0.7,0,0.8,1.3,0,0.3,25.6,3.8
631,Guiheneuf2010,JAppPhyc,Ochrophyta,Coscinodiscophyceae,Triceratiales,Odontella,aurita,100,14,16,32,Replete,0.5L-Flask,Day3+UV,Temp UV pulses,ASWGuiheneuf2010,prop,30.7,32.9,32.2,0.7,0,0.4,0.9,0,0.3,25.7,3.8
632,Guiheneuf2010,JAppPhyc,Ochrophyta,Coscinodiscophyceae,Triceratiales,Odontella,aurita,100,14,16,32,Replete,0.5L-Flask,Day5+UV,Temp UV pulses,ASWGuiheneuf2010,prop,29.9,34.2,32.6,0.9,0,0.5,0.7,0,0.2,26.1,3.8
633,Guiheneuf2010,JAppPhyc,Ochrophyta,Coscinodiscophyceae,Triceratiales,Odontella,aurita,100,14,16,32,Replete,0.5L-Flask,Day8+UV,Temp UV pulses,ASWGuiheneuf2010,prop,30.3,34.3,32,1,0,0.2,0.6,0,0.2,26.3,3.5
634,Nichols1987,PhytoChem,Ochrophyta,Raphidophyceae,Chattonellales,Heterosigma,akashiwo,100,12,19,32,Replete,1L-Flask,,,mod-G,prop,32.6,16.1,45.9,3.7,0.7,3.5,18.1,4.6,1.5,11.7,2.1
635,Nichols1987,PhytoChem,Ochrophyta,Raphidophyceae,Chattonellales,Heterosigma,akashiwo,100,12,19,32,Replete,1L-Flask,,,mod-G,prop,26.6,19.3,47.9,2.3,0.4,3,16.5,5.2,1.2,16.3,3
636,Nichols1987,PhytoChem,Ochrophyta,Raphidophyceae,Chattonellales,Chattonella,antiqua,100,12,19,32,Replete,1L-Flask,,,mod-G,prop,34.2,14.3,47.9,4.2,0.4,4.3,20.1,0,2.7,14.1,2.1
637,Fabregas2004,WJMB,Ochrophyta,Eustigmatophyceae,Eustigmatales,Nannochloropsis,sp,40,12,25,32,Replete,0.12L-Bioreactor,40,,Fabregas1984,prop,32.57,32.3,35.13,1.88,1.76,0,0,0,3.19,28.9,0
638,Fabregas2004,WJMB,Ochrophyta,Eustigmatophyceae,Eustigmatales,Nannochloropsis,sp,60,12,25,32,Replete,0.12L-Bioreactor,60,,Fabregas1984,prop,41.74,32.07,26.19,1.72,0.94,0,0,0,2.71,21.27,0
639,Fabregas2004,WJMB,Ochrophyta,Eustigmatophyceae,Eustigmatales,Nannochloropsis,sp,80,12,25,32,Replete,0.12L-Bioreactor,80,,Fabregas1984,prop,34.34,30.3,35.36,2.17,5.09,0,0,0,3.94,23.81,0
640,Fabregas2004,WJMB,Ochrophyta,Eustigmatophyceae,Eustigmatales,Nannochloropsis,sp,220,12,25,32,Replete,0.12L-Bioreactor,220,,Fabregas1984,prop,40.16,36.3,23.54,1.27,0.28,0,0,0,4.41,17.11,0
641,Fabregas2004,WJMB,Ochrophyta,Eustigmatophyceae,Eustigmatales,Nannochloropsis,sp,480,12,25,32,Replete,0.12L-Bioreactor,480,,Fabregas1984,prop,48.78,40.06,11.16,0.65,0.72,0,0,0,2.31,8.02,0
642,Brown1996,Jphyc,Ochrophyta,Coscinodiscophyceae,Thalassiosirales,Thalassiosira,pseudonana,100,12,20,32,Replete,4L-Flask,Log.,HighLightMedDur,G/2,prop,11.3,14.5,74.2,0.6,0.4,0.2,12.8,0,0.2,32.7,6.2
643,Brown1996,Jphyc,Ochrophyta,Coscinodiscophyceae,Thalassiosirales,Thalassiosira,pseudonana,50,24,20,32,Replete,4L-Flask,Log.,LowLightLongDur,G/2,prop,20.8,28.8,50.3,0.3,0.8,0.1,6.2,0,2,24.5,4.9
644,Brown1996,Jphyc,Ochrophyta,Coscinodiscophyceae,Thalassiosirales,Thalassiosira,pseudonana,100,24,20,32,Replete,4L-Flask,Log.,HigLightLongDur,G/2,prop,23.1,24.3,52.6,0.2,0.3,0.1,6.5,0,0.1,24.3,4.7
645,Brown1996,Jphyc,Ochrophyta,Coscinodiscophyceae,Thalassiosirales,Thalassiosira,pseudonana,100,12,20,32,Limited,4L-Flask,Stationary,HighLightMedDur,G/2,prop,23.3,30.8,45.9,0.3,0.2,0.2,9.1,0,0.1,17.5,3.1
646,Brown1996,Jphyc,Ochrophyta,Coscinodiscophyceae,Thalassiosirales,Thalassiosira,pseudonana,50,24,20,32,Limited,4L-Flask,Stationary,LowLightLongDur,G/2,prop,21.2,27.6,51.2,0.2,0.6,0.04,5.7,0,1.9,25,5.6
647,Brown1996,Jphyc,Ochrophyta,Coscinodiscophyceae,Thalassiosirales,Thalassiosira,pseudonana,100,24,20,32,Limited,4L-Flask,Stationary,HigLightLongDur,G/2,prop,27.6,37,35.4,0.2,0.2,0.1,6.6,0,0.2,16.2,3
648,Dunstan1992,JEMBE,Chlorophyta,Trebouxiophyceae,Chlorellales,Chlorella,protothecoides,75,12,20,0,Replete,2L-Flask,,,MBLNB2,prop,16.3,8.3,75.2,9.6,0,41.5,0,0,0,0,0
649,Dunstan1992,JEMBE,Chlorophyta,Trebouxiophyceae,Chlorellales,Chlorella,sp,75,12,20,32,Replete,2L-Flask,,,f/2,prop,26.8,8.9,64,19.8,0,27,0,0,0,0,0
650,Dunstan1992,JEMBE,Chlorophyta,Trebouxiophyceae,Chlorellales,Chlorella,sp,75,12,27,32,Replete,2L-Flask,,,f/2,prop,24.1,11.7,64.1,14.1,0,32.9,0,0,0,0,0
651,Dunstan1992,JEMBE,Chlorophyta,Trebouxiophyceae,Prasiolales,Stichococcus,sp,75,12,20,32,Replete,2L-Flask,,,f/2,prop,26.5,8.4,65,18.3,0,28.2,0,0,0,0,0
652,Dunstan1992,JEMBE,Chlorophyta,Pyramimonadophyceae,Pyramimonadales,Pyramimonas,cordata,75,12,20,32,Replete,2L-Flask,,,G/2,prop,14.9,23.6,60.6,0.7,0.04,4.6,25.6,3.4,0,0.4,4.5
653,Dunstan1992,JEMBE,Chlorophyta,Chlorodendrophyceae,Chlorodendrales,Tetraselmis,chui,75,12,20,32,Replete,2L-Flask,,,f/2,prop,20.6,15.9,63,4.6,0.4,25.2,6.1,0,0.6,8,0
654,Dunstan1992,JEMBE,Chlorophyta,Pyramimonadophyceae,Pseudoscourfieldiales,Pycnococcus,provasolii,75,12,16,32,Replete,2L-Flask,,,f/2,prop,24.1,6.5,68.9,1.4,0.7,5.2,26.3,10.6,0,0.2,7.4
655,Dunstan1992,JEMBE,Chlorophyta,Mamiellophyceae,Mamiellales,Micromonas,pusilla,30,12,20,32,Replete,2L-Flask,,,G/2,prop,19,11.5,69.1,0.1,0.04,1.4,20.7,16.7,0,0.3,8.5
656,Dunstan1992,JEMBE,Chlorophyta,Mamiellophyceae,Mamiellales,Micromonas,pusilla,30,12,27,32,Replete,2L-Flask,,,G/2,prop,29.5,15.4,54.7,1.1,0.5,8.1,16.4,2.2,0,1.6,7.5
657,Dutz2008+,L&O,Cryptophyta,Cryptophyceae,Pyrenomonadales,Rhodomonas,sp,100,16,18,32,Replete,1.5L-Flask,,,f/2+Si,prop,17.11411398,4.387927068,78.49795896,3.591367068,0,26.02146797,36.57765704,0,0.252036606,6.189212554,5.640609411
658,Dutz2008+,L&O,Ochrophyta,Coscinodiscophyceae,Chaetocerotales,Chaetoceros,affinis,100,16,18,32,Replete,1.5L-Flask,,,f/2+Si,prop,33.79732549,27.33221107,38.87046344,0.337552565,0,0.080938699,0.867998153,0,7.432030923,15.98069788,1.520336667
659,Dutz2008+,L&O,Ochrophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonema,costatum,100,16,18,32,Replete,1.5L-Flask,,,f/2+Si,prop,38.24886249,23.48640359,38.26473391,5.115894122,0,0.343982512,7.757804676,0,0.904932024,6.816455916,1.576513258
660,Dutz2008+,L&O,Ochrophyta,Bacillariophyceae,Naviculales,Phaeodactylum,tricornutum,100,16,18,32,Replete,1.5L-Flask,,,f/2+Si,prop,37.21393129,51.19059358,11.59547514,0.829515008,0,0.021969813,0.377336843,0,0.715193698,7.785469433,0.864356291
661,Dutz2008+,L&O,Ochrophyta,Coscinodiscophyceae,Thalassiosirales,Thalassiosira,weissflogii,100,16,18,32,Replete,1.5L-Flask,,,f/2+Si,prop,41.1870478,24.01392073,34.79903147,0.952218838,0,0.201081883,1.916403318,0,0.092433661,13.55318094,2.701668111
662,Dutz2008+,L&O,Ochrophyta,Coscinodiscophyceae,Thalassiosirales,Thalassiosira,rotula,100,16,18,32,Replete,1.5L-Flask,,,f/2+Si,prop,52.53828741,20.96077558,26.50093701,1.375079427,0,0.100465565,7.690303532,0,0.308874762,11.34107916,2.133358645
663,Dutz2008+,L&O,Ochrophyta,Coscinodiscophyceae,Thalassiosirales,Thalassiosira,rotula,100,16,18,32,Replete,1.5L-Flask,,,f/2+Si,prop,66.29921266,14.28185535,19.41893199,0.63383065,0,0.150972372,4.896374098,0,0,7.913989694,2.451523193
664,Dutz2008+,L&O,Ochrophyta,Coscinodiscophyceae,Leptocylindrales,Leptocylindrus,danicus,100,16,18,32,Replete,1.5L-Flask,,,f/2+Si,prop,33.81753617,21.18381702,44.99864681,3.282304311,0,0.196132028,1.526703457,0,4.800910432,13.5642035,0.633210583
665,Dutz2008+,L&O,Dinophyta,Dinophyceae,Peridinales,Scrippsiella,trochoidea,100,16,18,32,Replete,1.5L-Flask,,,f/2+Si,prop,41.51447269,5.592297736,52.89322958,1.63657143,0,2.649560698,8.774978352,10.34406404,0,0.908782956,26.48136121
666,Dutz2008+,L&O,Dinophyta,Dinophyceae,Gonyaulacales,Alexandrium,lusitanicum,100,16,18,32,Replete,1.5L-Flask,,,f/2+Si,prop,46.1348574,8.778395945,45.08674666,1.076035982,0,2.423698321,10.20825824,9.713794314,0.210586229,3.549248908,16.69289309
667,Dutz2008+,L&O,Haptophyta,Coccolithophyceae,Isochrysidales,Emiliania,huxleyi,100,16,18,32,Replete,1.5L-Flask,,,f/2+Si,prop,14.96371905,8.676182203,71.92378984,0.152598008,0,2.611232189,9.654546184,23.15064462,0,0.394288335,34.04983749
668,Jonasdottir2009,MEPS,Ochrophyta,Coscinodiscophyceae,Leptocylindrales,Leptocylindrus,danicus,100,16,18,32,Replete,1.5L-Flask,,,B1,prop,25.1177394,32.33908948,38.61852433,0.156985871,0.470957614,0,0.313971743,0,5.180533752,2.040816327,0
669,Jonasdottir2009,MEPS,Chlorophyta,Chlorophyceae,Chlamydomonadales,Dunaliella,tertiolecta,100,16,18,32,Replete,1.5L-Flask,,,B1,prop,21.04208417,4.609218437,69.93987976,5.611222445,1.002004008,40.28056112,0.400801603,0,0,0,0
670,Jonasdottir2009,MEPS,Chlorophyta,Chlorodendrophyceae,Chlorodendrales,Tetraselmis,suecica,100,16,18,32,Replete,1.5L-Flask,,,B1,prop,26.55172414,12.06896552,54.13793103,1.379310345,0,16.37931034,7.413793103,2.24137931,0,0.689655172,0
671,Jonasdottir2009,MEPS,Dinophyta,Dinophyceae,Gymnodiniales,Amphidinium,carterae,100,16,18,32,Replete,1.5L-Flask,,,B1,prop,61.60593792,9.446693657,8.906882591,0.20242915,0,0,6.545209177,0,0,0.067476383,1.956815115
672,Jonasdottir2009,MEPS,Dinophyta,Dinophyceae,Peridinales,Heterocapsa,triquetra,100,16,18,32,Replete,1.5L-Flask,,,B1,prop,53.34841629,3.574660633,31.08597285,1.990950226,0,4.660633484,8.823529412,10.95022624,0,0,4.660633484
673,Jonasdottir1996+,MarBio,Cryptophyta,Cryptophyceae,Pyrenomonadales,Rhodomonas,sp,NA,24,15,32,Replete,Chemostat,Exp,,B1,prop,19.07958266,9.858583135,71.06183421,11.41714713,0,26.46834019,12.39283292,0,0.21420784,11.6507118,8.363491104
674,Jonasdottir1996+,MarBio,Cryptophyta,Cryptophyceae,Pyrenomonadales,Rhodomonas,sp,NA,24,15,32,Limited,Chemostat,SC,,B1,prop,29.22130123,4.575255867,66.2034429,10.58647771,0,27.13255575,15.46566331,0,0,5.774894101,7.243852028
675,Jonasdottir1996+,MarBio,Ochrophyta,Coscinodiscophyceae,Chaetocerotales,Chaetoceros,affinis,NA,24,15,32,Replete,Chemostat,Exp,,B1+Si,prop,27.94948658,38.68510113,33.246994,0.165765188,0,15.65238439,2.059362184,0,0,8.275335117,0.455484369
676,Jonasdottir1996+,MarBio,Ochrophyta,Coscinodiscophyceae,Chaetocerotales,Chaetoceros,affinis,NA,24,15,32,Limited,Chemostat,SC,,B1+Si,prop,24.39081116,30.00163212,45.60755672,0,0,4.213689037,1.303544668,0,0,28.66737392,0
677,Jonasdottir1996+,MarBio,Ochrophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonema,costatum,NA,24,15,32,Replete,Chemostat,Exp,,B1+Si,prop,39.68784089,22.36674693,37.79334274,1.12361228,0,5.378111509,3.259514033,0,0.239450204,14.70622121,4.251083098
678,Jonasdottir1996+,MarBio,Ochrophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonema,costatum,NA,24,15,32,Limited,Chemostat,SC,,B1+Si,prop,40.1234604,21.87281432,38.00372528,0.846450558,0,3.39233964,6.831000594,0,0,13.88118,13.05275449
679,Jonasdottir1996+,MarBio,Ochrophyta,Bacillariophyceae,Naviculales,Phaeodactylum,tricornutum,NA,24,15,32,Replete,Chemostat,Exp,,B1+Si,prop,19.66588046,28.83953441,51.37411231,2.733121165,0,3.994437846,2.973665412,0,0.037774766,28.17014696,1.906554223
